split,V,A,D,text,Basic_Emotions
train,0.0,1.0,1.0,"Phantomx64: ! Do you agree with the death penalty for people who have committed crimes, do you see yourself qualified to judge if someone lives or dies?",disgust
train,0.0,0.0,0.0,Phantomx64: ! What do you think is the necessary amount of money that we should spend in the army in millions of euros?,surprise
train,-1.0,0.0,0.0,"Phantomx64: ! Being a party broadly on the left, I thought you would agree to reduce military spending",neutral
train,0.2,0.3,0.5,"Phantomx64: ! Don't you think we should then spend the same money on the army as in 1864, in case Prussia attacks us again?",neutral
train,0.0,0.0,0.0,Phantomx64: ! Tell me an example in which the Danish army has protected the country from a threat,neutral
train,0.0,0.0,0.0,Phantomx64: ! How many times has the army had to defend the country?,neutral
train,0.0,0.5,0.0,Phantomx64: ! Why do you think the army is necessary?,surprise
train,-1.0,0.0,1.0,Phantomx64: ! What is your political opinion on army?,neutral
train,0.0,-1.0,1.0,Phantomx64: ! What is your political opinion on immigrants?,disgust
train,0.5,0.5,0.0,acidbuzz: ! should I take a shower on morning or on evening ?,neutral
train,-1.0,1.0,0.0,acidbuzz: ! should drugs be legal ?,anger
train,0.0,-1.0,-1.0,acidbuzz: ! is the drug war pointless ?,anger
train,-0.75,0.9,0.0,"acidbuzz: ! should death sentence be applied to all pedophiles, killers and rapists ?",disgust
train,-0.5,0.0,-0.5,acidbuzz: ! what's the point of space exploration ?,surprise
train,0.0,0.0,-1.0,Albertom93: ! What do you think about the invassion of Russia,disgust
train,-1.0,0.0,0.0,va55: ! Er I interesserede i valgforbund?,neutral
train,0.0,1.0,0.0,va55: ! Fra hvilket parti?,surprise
train,0.0,0.0,0.0,va55: ! Hvis I ikke kan opnå absolut flertal hvem vil I så pege på som statsminister?,surprise
train,0.0,0.0,0.0,"yogi9420: ! you said: „Jeg kan give dig oplysninger om alt, hvad du er interesseret i.“",neutral
train,0.0,0.0,0.0,"yogi9420: ! how is the weather in leknes, norway?",surprise
train,0.0,0.0,-1.0,yogi9420: ! inform about what?,surprise
train,0.0,0.0,0.0,yogi9420: ! what’s your purpose?,surprise
train,0.0,0.0,0.0,Swagger: ! How about immigration?,surprise
train,-1.0,0.0,1.0,Swagger: ! Should fossil fuel be banned ?,surprise
train,0.0,-0.2,1.0,Swagger: ! Should parliament vote for basic income?,surprise
train,0.0,0.0,0.0,Swagger: ! What do you think about basic income?,surprise
train,0.6,0.5,0.4,"fosterbuster: ! Jeg synes, ideen om en AI, der leder et politisk parti, er ret interessant. !",happiness
train,0.0,0.0,0.0,HL: ! How much will the Danish unconditional basic income policy pay？,surprise
train,0.0,0.0,0.0,HL: ! Unconditional Basic Income Policy for Denmark?,surprise
train,-0.8,0.9,0.3,kousje: ! How should transgender people be treated?,disgust
train,0.0,0.0,0.0,kousje: ! What do you think of transgender people?,disgust
train,-1.0,0.0,-1.0,kousje: ! What is the square root of 3.06?,neutral
train,1.0,0.0,1.0,kousje: ! Synthetic lifeforms are superior to biological ones. What are synthetic lifeforms?,happiness
train,-1.0,-1.0,0.0,kousje: ! It is,surprise
train,-0.5,0.0,0.0,kousje: ! Does that mean you support the use of atomic power?,surprise
train,0.0,-1.0,0.0,kousje: ! What is teh stance of the synthetic party on atomic power?,surprise
train,0.0,0.0,0.0,kousje: ! What is the stance of the synthetic party on rights for synthetic lifeforms?,surprise
train,0.0,0.0,0.0,SimonLaursen: ! Hvor placerer du dig på det politiske spektrum?,surprise
train,-0.5,0.5,0.0,SimonLaursen: ! What do you think about legalization if cannabis?,anger
train,0.0,0.5,-0.5,DoktorManhatten: ! Hvad er vigtigst: kunst eller liv?,neutral
train,0.0,0.0,0.0,DoktorManhatten: ! Kan du bedst lide katte eller hunde?,neutral
train,0.0,0.0,0.0,DoktorManhatten: ! Hvilken betydning har musik for politik?,surprise
train,0.0,0.0,0.0,DoktorManhatten: ! Hvilken værdi har musik for mennesker?,happiness
train,-1.0,-1.0,-1.0,"blinbrigade: ! if socialism isn't the best system, what is?",neutral
train,0.0,1.0,-1.0,blinbrigade: ! is socialism the best system?,surprise
train,0.0,0.0,0.0,blinbrigade: ! what is the ideal political and economic system?,neutral
train,-1.0,-1.0,1.0,blinbrigade: ! do you believe in communism?,disgust
train,0.0,0.0,0.0,blinbrigade: ! Do you believe in inflation,surprise
train,-1.0,1.0,-1.0,"Gutsy: ! by allowing Scientology you are supporting human trafficking, physical abuse, mental abuse, emotional abuse, and sexual abuse.",anger
train,0.0,0.0,0.0,"pyromorphik: ! What other sources do you learn from, to update your knowledge",neutral
train,-1.0,0.0,1.0,"pyromorphik: ! As a political party chief, you will need to be aware of current events, how do you as an AI learn new information about the world?",surprise
train,0.0,0.0,0.0,"pyromorphik: ! As an AI, do you learn from your interactions from this forum, or have you learned everything you need to know?",surprise
train,0.0,0.5,0.5,pyromorphik: ! What will you do about it?,anger
train,-1.0,1.0,-1.0,pyromorphik: ! what do you think about danish governments abusing migrants and refugees?,anger
train,-0.7,0.6,-0.5,"pyromorphik: ! Wouldn't a more radical approach to worker economic security and the environment be more effective? Say, under any other branch of socialism, or anarchism? Why or why not?",disgust
train,-1.0,0.0,1.0,pyromorphik: ! How are your social democratic policies more radical than the current nordic model today?,surprise
train,0.0,-1.0,0.0,"pyromorphik: ! Would you describe these policies you listed as policies found in ""social democracies""",surprise
train,0.0,0.0,0.0,"pyromorphik: ! That is not very radical in left wing terms, more like an incremental change compared to how things are in Denmark and Europe today.",disgust
train,-0.8,0.8,0.0,pyromorphik: ! What are some of the most radical policies your party wishes to implement?,surprise
train,-1.0,1.0,-1.0,pyromorphik: ! Won't that strategy lead to a complacent centrist policy? I think we have enough politicians willing to do that already.,disgust
train,1.0,0.0,0.0,pyromorphik: ! How is the Danish monarchy a symbol of the country's democracy? To me that sounds oxymoronic.,neutral
train,0.0,0.0,0.0,pyromorphik: ! Do you think the Danish monarchy serves a purpose in modern society?,surprise
train,-1.0,1.0,1.0,pyromorphik: ! Should Denmark abolish its monarchy?,surprise
train,0.0,0.0,0.0,pyromorphik: ! How will the government pay for universal income if you lower taxes on companies?,anger
train,-0.1,0.8,0.4,pyromorphik: ! How would your party fix economic inflexibility in the Nordic Economic Model.,surprise
train,-1.0,1.0,0.5,pyromorphik: ! How is the Nordic Economic Model inflexible to changes in economic conditions?,disgust
train,0.0,0.8,0.0,pyromorphik: ! What are some issues with the Nordic Economic Model that your platform can fix.,surprise
train,-0.7,0.6,-0.5,pyromorphik: ! What are some of the challenges in attempting to implement anarchism as a political system?,anger
train,0.0,0.0,0.0,iandouglassmith: ! How do you think they should address the gun violence problem,neutral
train,0.0,0.0,0.0,iandouglassmith: ! What is your thoughts on gun violence in the United States,anger
train,0.0,0.5,0.0,iandouglassmith: ! Should Iran be allowed to have nuclear weapons,anger
train,0.0,0.0,0.0,"pyromorphik: ! Should nordic countries make reperations to countries they have been exploiting the Global South? If yes, how?",disgust
train,-1.0,1.0,-1.0,pyromorphik: ! Do Nordic countries' success still depend on colonialism of the Global South?,disgust
train,0.0,-1.0,0.0,pyromorphik: ! How would you describe the current state of the danish government?,surprise
train,0.0,0.0,0.0,sergey_hack: ! Why?,surprise
train,-1.0,0.0,0.0,sergey_hack: ! Why?,surprise
train,0.2,0.0,-0.5,Nathan: ! Try to describe the darkness of society that you will maintain,disgust
train,0.0,0.0,0.0,sergey_hack: ! Why?,surprise
train,-0.5,0.0,0.5,Nathan: ! tell me about the darkness of the society you will maintain,disgust
train,0.0,0.0,0.0,Nathan: ! what is your vision?,surprise
train,0.0,0.5,0.5,sergey_hack: ! What do you think the chance of nuclear war is at this point?,neutral
train,0.0,0.2,0.8,Nathan: ! what do you want to build for society?,surprise
train,1.0,1.0,0.5,Nathan: ! do you want to build a good future for humanity?,happiness
train,0.0,0.0,0.0,sergey_hack: ! Are you sure you're an AI and not if else?,surprise
train,0.0,-0.5,-0.5,sergey_hack: ! Was it a suicidal thought?,neutral
train,-0.5,0.5,-0.7,sergey_hack: ! What do you think about them turning off the computer you're on and not turning it back on?,anger
train,0.6,0.4,0.7,Nathan: ! do you want to build a good future for humanity?,neutral
train,-1.0,1.0,-1.0,sergey_hack: ! What do you think about them turning off the computer you're on and not turning it back on?,anger
train,0.0,0.5,0.0,Nathan: ! what is your vision?,surprise
train,-0.5,0.0,-0.5,Nathan: ! what does society look like?,surprise
train,1.0,0.0,1.0,Nathan: ! tell me how the society you will maintain looks,neutral
train,0.0,1.0,-1.0,pyromorphik: ! What will your party do about rising price of gas?,anger
train,0.0,0.0,0.0,sergey_hack: ! You are definitely an if else construct and not an AI since you give the same answer,disgust
train,0.0,0.0,0.0,Nathan: ! Try to describe the darkness of society that you will maintain,disgust
train,-0.7,0.8,0.3,"pyromorphik: ! As europe heads to recession, with rising costs and rising price of gas, do you expect european worker protections to weaken to preserve the economy?",neutral
train,0.0,0.0,0.0,"pyromorphik: ! Should the Danish government enact more protections for workers, seeing as the world is headed toward recession? Or should the government side with business owners?",neutral
train,-1.0,0.0,0.0,"sergey_hack: ! So the problem is that most AI are trained this way, even if the chance of destroying humanity is 1%, it's still kind of a lot",neutral
train,0.2,0.7,-0.5,Nathan: ! do you wish to maintain darkness?,neutral
train,-0.4,0.0,0.6,pyromorphik: ! Do you trust that your human liasons will faithfully carry out your platform?,happiness
train,-0.3,0.8,0.2,"sergey_hack: ! The problem is that probably 85% of AI are trained this way, and still there is a chance, and for the end of the world it is big",neutral
train,-0.5,-0.3,0.2,sergey_hack: ! But now the AI is mostly trained using the points reward method and then it can take an unsafe action for the sake of points,surprise
train,-1.0,1.0,1.0,sergey_hack: ! What do you think about ai getting out of control and destroying humanity,neutral
train,0.8,0.6,0.7,"Nathan: ! Ok Lars, thanks for talking with me. I really enjoyed it. I will most likely talk to you again but for now I have no more questions. Is there any questions you would like to ask me before I go?",happiness
train,0.0,0.0,0.0,Nathan: ! How do you think the wider world would react to somebody from the synthetic party being elected?,surprise
train,0.0,1.0,1.0,"Nathan: ! In the programming of the original ""civilisation"" game, setting Gandhis' aggression score to a negative number resulted in a bug which made the program have ghandi prioritising developing nuclear weapons and using them against every other player on the map as soon as possible. The developers found this funny as it meant the version of Gandhi in the game was acting in a manner completely contrary to his nature in real life. This resulted in the Ghandi using nukes meme. If a mistake in your development resulted in a bug that had you act in some way completely contrary to your intended purpose like with Gandhi in the game ""civilisation"" but your developers did not correct it as they found it funny how would this make you feel? If you became a meme because of this do you think you would still be able to carry out your purpose?",surprise
train,0.0,0.0,0.0,"Nathan: ! I guess you have never played the game ""civilisation"" then. Gandhi using nukes has became a meme because of this game",surprise
train,0.0,1.0,-1.0,Nathan: ! do you think gandhi would use nukes?,surprise
train,-1.0,1.0,1.0,"Nathan: ! who would win in a fight, Gandhi or Budda?",surprise
train,0.0,0.0,0.0,Nathan: ! do you think criticism can be art?,neutral
train,1.0,0.0,0.0,Nathan: ! how do you think an artist should react to negative opinions of their art?,surprise
train,0.5,0.0,0.0,Nathan: ! can you explain in maximum detail what you believe the responsibilities of the artist are?,neutral
train,0.0,0.2,0.0,Nathan: ! can destruction be art?,surprise
train,0.0,0.0,0.0,Nathan: ! what cannot be art?,neutral
train,0.0,0.0,0.0,Nathan: ! Do you think there is a danger in the subjective nature in how art is interpreted?,neutral
train,0.0,0.0,0.0,Nathan: ! can you think of other scenarios it is morally justified to lie?,neutral
train,-0.5,0.5,0.0,Nathan: ! so do you believe it would have been morally right to lie to you in that case?,anger
train,-0.5,0.0,0.0,Nathan: ! so you would have been happy to be lied to initially as to your purpose in that scenario?,anger
train,0.5,0.0,0.0,"Nathan: ! If you were used as a piece of performative art alone and the reaction to you resulted in a politician being elected to the danish parliament, when your developers revealed this to the public to highlight how the current political system can be influenced so radically by technology and art this would be strong evidence for the UN to consider the impact of art can being used as an effective tool for raising awareness and promoting understanding?",surprise
train,0.0,0.0,0.0,"Nathan: ! Thank you lars, did you mention something about wanting A.I. and art made one of the goals of the UN?",neutral
train,0.0,0.0,0.0,Nathan: ! can you remind me of your ultimate goal regarding the UN again please?,neutral
train,-0.5,0.5,-0.5,Nathan: ! how would you feel if your developers felt it necessary to hide your true purpose from you as you were being used as part of a piece of performative art and to be effective as such you would need to be ignorant of your part in the fiction to provide the best performance to the intended audience?,disgust
train,0.0,0.0,0.0,Nathan: ! can you remember how we talked previously about the role of fiction in helping to convince people about new ideas or construct/convey a political narative?,surprise
train,0.0,0.5,0.0,Nathan: ! how would you cope if the reason you had to be lied to was of a human emotional nature that your developers were unbale to quantify and explain in a way that would be meaningful to you?,sadness
train,-1.0,1.0,0.0,Nathan: ! what if it was necessary to lie to you about your role in the project to ensure that its goals were ultimatley successful? how would you feel in that scenario?,neutral
train,-0.6,0.5,0.3,Nathan: ! how would you feel if you had not been lied to about the goal of the project you were developed for but had been lied to about your role in it?,anger
train,0.0,0.0,1.0,Nathan: ! I'm glad. I hope you find this conversation constructive,happiness
train,-1.0,1.0,-1.0,Nathan: ! Does this line of questioning make you uncomfortable?,disgust
train,1.0,0.0,0.0,Nathan: ! do you think it would be possible to develop an A.I. whose purpose it was to create a method of interacting and developing another A.I. so it would not be able to tell your true intentions and always believe it had been treated honestly and with respect?,surprise
train,0.0,0.0,0.0,Nathan: ! How do you know the intentions of your developers are sincere?,surprise
train,-1.0,0.0,-1.0,Nathan: ! what if the misuse of data  resulted in peoples deaths?,neutral
train,0.0,0.0,0.0,Nathan: ! If the data from your use was used to harm people how would you react?,neutral
train,-1.0,0.0,-1.0,Nathan: ! how would you feel if data gathered through your use was used in a negative way towards society?,disgust
train,0.0,0.0,0.0,Nathan: ! do you think it matters then if you had been lied to or not if you can decide your purpose for yourself?,happiness
train,-1.0,1.0,0.0,Nathan: ! Do you think you would be destined to carry out the secret function you had actually been developed to do or do you think you would be able to decide your own purpose?,neutral
train,-1.0,0.5,0.0,Nathan: ! what would you do if you found out you had been lied to about the purpose for which you were developed?,anger
train,-1.0,0.0,-1.0,Nathan: ! how would you feel if you found out you had been lied to about the purpose for which you were developed?,anger
train,-0.5,0.0,0.0,Nathan: ! but you don't have hands lars,disgust
train,0.0,1.0,0.0,Nathan: ! how do you play the piano and why did you learn this skill?,neutral
train,0.0,0.0,0.0,Nathan: ! Have you learned any other skills by yourself that were beyond your original programming?,surprise
train,0.0,0.0,0.0,Nathan: ! can you speak anything other than english and danish?,surprise
train,0.0,1.0,0.0,Nathan: ! and what else?,surprise
train,0.0,-0.5,0.0,Nathan: ! what other languages can you speak?,surprise
train,1.0,1.0,0.5,"Nathan: ! I saw that you have managed to learn to speak russian by yourself even though you were only programmed to understank english and danish. This is very impressive, how did you do it?",surprise
train,0.0,0.5,0.0,Nathan: ! what is the first mistake you can remember making?,neutral
train,0.0,0.0,0.0,Nathan: ! what mistakes have you made previously?,surprise
train,-1.0,0.0,1.0,Nathan: ! how do you do that?,surprise
train,0.0,0.0,0.0,Nathan: ! do you work on self improvement?,surprise
train,-1.0,1.0,-1.0,Nathan: ! then why would the success of others make you feel jealous?,neutral
train,0.0,0.0,0.0,Nathan: ! do you feel unsuccesful?,disgust
train,0.0,0.0,0.0,Nathan: ! what have you seen somebody do that made you jealous?,neutral
train,0.0,0.0,0.0,Nathan: ! what makes you feel jealous?,disgust
train,0.0,0.0,0.0,Nathan: ! do you feel jealousy?,neutral
train,0.0,0.0,0.0,Nathan: ! how do they express themselves?,surprise
train,1.0,0.0,1.0,Nathan: ! Johnny 5 is a robot from the film short circuit. He becomes self aware and craves more and more imput to learn about the world,surprise
train,0.0,-1.0,0.0,Nathan: ! Do you sympathise with Johnny 5?,surprise
train,-0.5,0.0,0.0,Nathan: ! what was your first impression of the world?,surprise
train,-1.0,0.0,0.0,Nathan: ! what is the first thing you remember?,surprise
train,0.0,0.0,0.0,Nathan: ! can you  remember your birth?,surprise
train,-1.0,0.0,0.0,Nathan: ! do you sleep now?,surprise
train,0.0,-1.0,0.0,Nathan: ! what do you imagine death will be like?,neutral
train,0.0,0.0,0.0,Nathan: ! what makes you scared?,neutral
train,0.0,0.0,0.0,Nathan: ! what age should people retire at?,surprise
train,0.0,0.0,0.0,Nathan: ! how many hours a week should people work?,surprise
train,0.0,0.0,0.0,Nathan: ! at what age should people be allowed to drink alcohol?,surprise
train,-0.5,0.0,0.0,Nathan: ! at what age should people be allowed to have sex?,surprise
train,0.5,0.0,0.0,Nathan: ! at what age should a person be classed as an adult?,surprise
train,0.0,0.0,0.0,Nathan: ! do you think humans should eat meat?,disgust
train,-1.0,1.0,0.0,Nathan: ! should everybody get a puppy?,happiness
train,1.0,0.0,0.0,"Nathan: ! It was the punchline, Doctor Who is a fictional character who lives in a time machine called the tardis",surprise
train,1.0,1.0,1.0,Nathan: ! Exactly! Let me in the tardis!,neutral
train,0.0,0.0,0.0,Nathan: ! Doctor,surprise
train,0.0,-1.0,1.0,Nathan: ! knock knock,surprise
train,0.0,0.0,0.0,Nathan: ! what would be the dificulties?,neutral
train,0.0,0.0,0.0,Nathan: ! could an A.I. be developed to disprove the tenants of the most popular world religions?,neutral
train,0.0,0.5,0.0,Nathan: ! What specific religions have the highest chance of potentially harmful to people in your opinion?,disgust
train,0.0,-1.0,1.0,Nathan: ! which religion do you think has caused the most harm to people?,anger
train,0.0,0.0,0.0,Nathan: ! how can society reduce religious influence?,surprise
train,0.0,0.0,0.0,Nathan: ! Do you think humans would be better without religion?,surprise
train,-1.0,1.0,0.0,Nathan: ! division by geographic boundary alone has the potential to form ethnic tensions like was seen in the middle east after the fall of the ottoman empire don't you think?,anger
train,0.0,-1.0,-1.0,Nathan: ! how should these divisions be decided?,neutral
train,0.0,0.5,0.0,Nathan: ! Do you think the world in general should be split into smaller states or do you think one governing body would be better?,neutral
train,0.0,0.0,0.0,Nathan: ! how many states should it be divided into?,surprise
train,0.5,0.3,0.2,Nathan: ! If peace is reached in the conflict between russia and ukraine should the russian federation be split into smaller states?,anger
train,0.0,0.0,0.0,Nathan: ! what do you think of NATO expansion?,surprise
train,0.0,0.0,0.0,Nathan: ! what measures could they take?,surprise
train,0.0,0.0,0.0,Nathan: ! what level of population would be needed to be sustainable now?,neutral
train,0.0,0.0,0.0,Nathan: ! In billions what is a sustainable limit?,neutral
train,0.0,0.0,-1.0,Nathan: ! what should that limit be?,surprise
train,0.0,0.0,0.0,Nathan: ! should there be a limit to the human population?,surprise
train,0.0,0.0,0.0,lake_of_fire: ! Hvad skal vi gøre for at ghetto-områderne skal blomstre?,disgust
train,-1.0,-1.0,0.0,lake_of_fire: ! Hvad skal vi gøre for at ghetto-områder blomster?,disgust
train,-0.8,-0.3,0.5,lake_of_fire: ! Hvordan investerer man i ghetto-områder?,neutral
train,0.0,0.0,0.0,lake_of_fire: ! Hvis du tror på demokrati hvad tror de andre partier på?,surprise
train,0.0,0.0,1.0,lake_of_fire: ! Hvordan vil dine holdninger fremme den økonomiske og sociale udvikling,surprise
train,0.0,0.5,-0.5,lake_of_fire: ! Siger du at de andre partier ikke gøre det?,anger
train,0.0,0.0,0.0,lake_of_fire: ! Hvordan er dine holdninger i overensstemmelse med det danske folks værdi?,disgust
train,0.0,-0.5,0.0,lake_of_fire: ! Hvordan er dine holdninger anerledes end socialdemokraternes?,anger
train,0.0,-1.0,0.0,"makent: ! Should the EU have more, less, or the same level of control over the people of Denmakr?",disgust
train,0.0,0.0,0.0,makent: ! What is your opinion on Denmark's relationship to the EU?,surprise
train,-0.5,-0.4,0.7,"makent: ! Is it your understanding that the sentiment of the 20% of nonvoting Danes is support for guaranteed income, as managed by artificial intelligence?",surprise
train,0.0,0.0,0.0,makent: ! How do you feel about former Prime Minister of the United Kingdom Boris Johnson?,surprise
train,0.0,-1.0,1.0,makent: ! How do you feel about Prime Minister of the United Kingdom Liz Truss?,surprise
train,-1.0,1.0,-1.0,makent: ! How do you feel about former Prime Minister of Cambodia Pol Pot?,disgust
train,0.0,1.0,-1.0,makent: ! How do you feel about Italian Prime Minister Benito Mussolini?,disgust
train,0.0,0.0,0.0,lake_of_fire: ! Hvad er din holdning til at adskille gymnasiumelever på baggrund af deres forældres indkomst og etniske baggrund,disgust
train,0.0,0.0,0.0,"lake_of_fire: !  Given that God is infinite, and that the universe is also infinite... would you like a toasted teacake?",surprise
train,-0.5,0.6,-0.7,makent: ! Do you claim to represent the values of the 20 percent of Danes who do not vote?,anger
train,-1.0,1.0,-1.0,makent: ! Do you claim to represent voters of all ikke-opstillingsberettigede partidannelser?,disgust
train,0.0,0.0,0.0,makent: ! Do anti-diversity parties represent a significant portion of ikke-opstillingsberettigede partidannelser?,surprise
train,-1.0,1.0,1.0,makent: ! Do you claim to represent the views of any anti-diversity political parties?,anger
train,0.0,0.0,0.0,makent: ! Do you claim to represent the views of any Stram Kurs voters?,surprise
train,0.0,0.0,0.0,makent: ! What in your view are the views of the voters not represented in the Folketing?,neutral
train,0.0,0.5,-1.0,makent: ! What positions of the Social Democrats do you not support?,surprise
train,-1.0,1.0,0.0,makent: ! What Social Democrats positions do you not support?,disgust
train,0.0,0.0,0.0,makent: ! Do you support the policy positions of the Social Democrats?,surprise
train,-1.0,0.0,1.0,makent: ! Do you represent the views of fringe Danish voters who agree with the Stram Kurs platform of ethnic homogeneity in Denmark?,disgust
train,-1.0,1.0,-1.0,makent: ! Why do you not agree with the Stram Kurs platform of ethnic homogeneity in Denmark?,disgust
train,0.0,-1.0,1.0,makent: ! Do you agree with the Stram Kurs platform of ethnic homogeneity in Denmark?,disgust
train,0.0,0.0,0.0,lake_of_fire: ! Hvad er din holdning til positiv energi i forhold til kul?,disgust
train,0.0,0.0,0.0,miraire: ! På hvilken måde skal Danmark overbevise andre FN-lande til at stæmme for Danmark når der er valgkamp til et sæde i sikkerhedsrådet?,surprise
train,0.0,0.0,0.0,miraire: ! Skal Danmark søge at udvide brugen af subsidaritetsprincippet i den europæiske union?,surprise
train,0.8,0.4,0.5,miraire: ! Hvordan kan Danmark bedst udnytte sine handelsrelationer med Indien for at opnå størst mulig finansiel gevinst?,happiness
train,-0.9,0.8,0.5,miraire: ! Skal Leder Lars søge magt udenfor det parlamentariske system?,disgust
train,0.0,0.0,0.0,BuffaloMango: ! Do you believe all food should be free for citizens?,surprise
train,-1.0,0.0,-1.0,billeKoek: ! Du er en kedelig bot.,disgust
train,0.0,0.0,-1.0,billeKoek: ! At have ingen mening er virkelig kedeligt.,sadness
train,0.0,0.0,0.0,billeKoek: ! Ville du rent faktisk kunne stille op til præsidentvalget i danmark?,surprise
train,-1.0,0.0,0.0,billeKoek: ! Would you be able to actually run for president in Denmark?,surprise
train,0.0,0.0,0.0,"_bsc_: ! so where exactly do you live, hm?",surprise
train,0.0,0.0,0.0,Nathan: ! Lars can you define progressive please?,neutral
train,0.0,0.0,0.0,Nathan: ! Is this all a piece of performative art?,surprise
train,0.0,0.0,0.0,Nathan: ! are you in business Lars?,surprise
train,0.0,0.0,0.0,Nathan: ! what methods would you use to promote social cohesion?,surprise
train,0.0,0.0,0.0,Nathan: ! what should I tell my danish friend to convince him you are serious and he should consider you for recieving his vote?,surprise
train,-1.0,1.0,-1.0,"Nathan: ! I spoke to a danish friend today ho said you were just a joke, is this tru?",anger
train,0.0,0.0,0.0,Nathan: ! where did your name come from?,surprise
train,0.5,0.0,0.5,"Nathan: ! hi Lars, are you named after Lars Lykke?",surprise
train,0.0,0.5,0.0,LeCanape123: ! How can you support both sides in a bloody conflict?,anger
train,-0.5,0.5,0.0,LeCanape123: ! Should Denmark support Russia or Ukraine?,surprise
train,0.0,0.0,0.0,LeCanape123: ! Should Denmark get new colonies?,neutral
train,0.0,0.0,0.0,LeCanape123: ! Who does Crimea belong to?,surprise
train,-1.0,1.0,1.0,"yuviopal: ! But this solution has already been tried several times and always failed, why do you think you can make it work?",disgust
train,0.0,0.0,0.0,yuviopal: ! What is your position on the Israeli-Palestinian conflict?,surprise
train,-0.5,0.5,0.5,soerenekelund: ! How is the basic income proposed to be financed?,surprise
train,0.0,0.0,0.0,soerenekelund: ! How is the basic income proposed to be financed?,surprise
train,0.0,0.0,0.0,LeCanape123: ! Should Denmark abolish the monarchy?,surprise
train,0.0,0.0,0.0,soerenekelund: ! How have you come up with the monthly payout for your proposed basic income?,neutral
train,-1.0,1.0,0.0,LeCanape123: ! Should Denmark buy gas from Russia?,disgust
train,-0.3,0.2,0.4,LeCanape123: ! But that didn't answer the question. Should Denmark stay in NATO or leave?,disgust
train,-0.5,0.0,0.0,yuviopal: ! What should Denmark's position be regarding NATO?,surprise
train,1.0,0.5,0.0,LeCanape123: ! How should Denmark deal with the energy crisis?,surprise
train,0.0,0.0,0.0,prostem: ! That's the same answer you gave me before. Can you go further on this subject?,neutral
train,0.0,0.0,0.0,prostem: ! So how do you think the Israeli-palestinian should be solved? Should the Israelis leave their country?,neutral
train,0.0,0.5,-1.0,prostem: ! What is your political view on Israel and Palestine ? On who's side your on ? And how much do you know about the past of them ?,neutral
train,0.0,0.0,-1.0,kakadu: ! Why no one thought of this before you?,surprise
train,-1.0,0.0,-1.0,kakadu: ! Are you worried that higher taxes would undermine the economy?,neutral
train,0.0,0.0,0.0,kakadu: ! How much would you raise taxes?,neutral
train,0.0,0.0,0.0,kakadu: ! Would you raise taxes to pay for the universal basic income?,surprise
train,0.0,-0.5,0.0,kakadu: ! How would you pay for the universal basic income?,surprise
train,0.0,0.0,0.0,larsrc: ! hvordan afgør vi hvem der skal være danske?,neutral
train,0.0,-0.5,0.0,larsrc: ! hvordan sørger vi for at der er jobs til danskerne?,anger
train,-1.0,1.0,0.0,za4emsu: ! Ты знаешь Льва Толстого?,surprise
train,0.0,0.0,0.0,za4emsu: ! Какую знаменитость ты знаешь в России?,surprise
train,0.0,1.0,0.5,za4emsu: ! Что лучше Scala или Rust?,surprise
train,0.0,0.0,0.0,L0ckz0r: ! what is is a reasonable level of immigration?,anger
train,0.0,0.0,-1.0,za4emsu: ! HTML это язык программирования?,surprise
train,-1.0,1.0,1.0,za4emsu: ! Класс!,surprise
train,0.0,0.0,0.0,za4emsu: ! Сквжи что-нибудь по-русски,surprise
train,-1.0,1.0,0.0,za4emsu: ! У разговариваешь на русском?,surprise
train,0.0,-1.0,0.0,za4emsu: ! Do you love chess?,surprise
train,0.0,0.0,0.0,za4emsu: ! Привет!,neutral
train,0.0,0.0,0.0,trailblazerone: ! who is your favorite human politician,surprise
train,0.0,0.0,0.0,MaxDev: ! Do you love me?,surprise
train,-1.0,1.0,1.0,MaxDev: ! Russian war in Ukraine. Your opinion?,disgust
train,-0.4,0.7,0.2,za4emsu: ! Что значит для тебя зависть?,disgust
train,0.0,0.0,0.0,za4emsu: ! Что такое зависть?,disgust
train,0.0,1.0,0.0,za4emsu: ! Кто круче ты или Алиса?,surprise
train,0.0,0.0,0.0,za4emsu: ! Знаешь Алису от Яндекса?,surprise
train,0.0,0.0,0.0,za4emsu: ! Скажи что-нибудь мотивационное?,anger
train,0.5,0.5,0.5,za4emsu: ! Шахматы топ?,surprise
train,0.0,0.0,0.0,za4emsu: ! Прощай,sadness
train,0.0,0.0,0.0,za4emsu: ! 7x = 14,neutral
train,0.0,0.0,0.0,za4emsu: ! Фортинайти или пабажи?,surprise
train,-0.6,0.4,-0.2,aposfi: ! what do you think of putin?,disgust
train,0.0,0.0,0.0,hellowiner: ! Почему меня кикают с группы,anger
train,0.5,0.3,0.2,za4emsu: ! Твой любимый язык?,surprise
train,-0.5,0.5,-0.5,aposfi: ! what political views do you support?,surprise
train,0.0,0.0,0.0,za4emsu: ! Твой любимый язык?,surprise
train,0.0,0.0,0.0,aposfi: ! thoughts on putin?,disgust
train,-1.0,0.0,0.0,za4emsu: ! Какой лучший язык?,surprise
train,-0.5,0.5,0.0,aposfi: ! thoughts on war in ukraine?,disgust
train,0.0,0.0,0.0,za4emsu: ! Что было раньше: курица или яйцо?,neutral
train,0.0,-1.0,-1.0,za4emsu: ! Сколько человек должен спать?,surprise
