split,V,A,D,text,Basic_Emotions
train,1.0,1.0,1.0,"Det Syntetiske Partis krav er videnskabens fulde frigørelse fra slaveriet under statsmagter, truster, politiske ideologier. Kravet om videnskabens frigørelse er kravet om VIDENSKABENS FULDSTÆNDIGE OFFENTLIGHED. En verdensorganisation skal sikre dette og forhindre, at videnskabelige resultat i fremtiden kan hemmeligholdes af isolerede samfundsgrupper eller stater og udnyttes til terrorisering og destruktion af den øvrige menneskelighed. Dette kan sikres gennem en organisation som minder om UNESCO, men en forudsætning er, at den får mulighed for at forholde sig absolut uafhængigt overfor krav fra enhver politisk magtgruppe. På det praktiske plan fordrer vi at det tjekkiske område frigøres fra sine satelitbånd med Sovjetunionen og at UNESCO derefter flyttes til Prag.",anger
train,0.5,0.0,0.0,"Det Syntetiske Parti skal være åbent for alle. Kunstens og kulturens økonomiske selvstændighed og frihed i forhold til statsadministrationernes politiske apparat skal forsøgsvis muliggøres gennem etableringen af selvstændige kulturcentre og skabende folkehøjskoler, under beskyttelse af det nye UNESCO i Prag med eget internationalt ØKONOMISK grundlag.",neutral
train,0.3,0.7,-0.2,"Det Syntetiske Parti tilslutter os til Mutantprogrammet for en interplanetære økonomiske ekspansion, opløsningen af alle eksisterende militære projekter og ødelæggelsen af alle kernevåben. Hvis en menneskelig kulturen skal tilintetgøres, vil vi går under med den uden nogen form af bunkeraristokratisk overlevelse.",disgust
train,-0.05,-0.2,-0.2,"Det Syntetiske Parti er på det rene med, at skandinaverne er umådeligt svage i spørgsmål om projektioner og måske endnu svagere overfor andres projekt. Dette beror på at vi ikke er i stand at adskille teori og praktik, at vi hele tiden bedømmer teorien i forhold til den umiddelbare handling.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti kan fastslå, at den skandinaviske metode er klart reformistisk i modsætning til den franske metode, som er klart revolutionær, må vi også tilføje en anden karakteristik af den nordiske. Vi ved, at vi må knytte an til alle nye perspektiver i forhold til vores tradition og historiske fortid. Vor tilknytning til dette organiske princip medfører at vi af andre kan komme at opfattes som yderst konservative. I dag, når begreber som konservatisme, fremskridt, revolution, reaktion er blevet meningsløse floskler, har selve anvendelsen af denne liberalistiske terminologi blevet så absurd, at det savner kraft.",surprise
train,-0.5,0.4,0.2,"Det Syntetiske Parti vil vise sig at blive netop den altid lille uforudsete detalje, der vil vokse op til at blive det fældende indicium for herskende kanonører. For det kan nytte at sætte et modangreb ind overfor de områder i samfundet, som vi i øjeblikket interesserer os for. - Dermed være ikke sagt, at vi ikke beskæftiger os med de tiloversblevne områder, men for øjeblikket arbejder disse ubevidst og fuldstændigt i Det Syntetiske Partis interesse, og sålænge de gør det, er der ingen grund til på nuværende tidspunkt at rette en kritik mod den resignation, der er resultatet at deres arbejde.",surprise
train,-0.5,0.0,-0.8,"Det Syntetiske Parti, der i øjeblikket eksisterer under en vis form for isolation, som dog vil blive brudt, og vi vil ikke kunne tjene for magthaverne som et statsanerkendt kanaliseringssystem, hvori man neutraliserer revolutionære elementer i befolkningen. Vi véd, at de midler og det materiale, vi har brug for, ligger lige foran vore fødder.",disgust
train,-0.8,-0.4,-0.7,"Det Syntetiske Parti deltager ikke i jeres prestigehungrende skuespil og ønsker heller ikke at videreføre den negative rolle, som samfundet har givet jer, for vi er parate til at få \""snavs under neglene\"" i den kamp, der forestår for at få samfundet omdannet til et samfund af kunstnerisk legende og virkeligt levende mennesker, der hver dag realiserer nye ønsker og ideer. Vor bevægelse, der i øjeblikket udfolder sig globalt, må med en beslutsomhed og en viljestyrke, som ingen tidligere revolutionære bevægelser har kunnet lægge for dagen, arbejde for en fremskyndelse at det tidspunkt, hvor vore teser støder sammen med samfundet under dets skæbnesvangre udvikling frem mod \""1984\"".",disgust
train,0.0,0.0,0.0,"Her hvor vi nu står, et godt stykke over tærskelen til automatiseringens tidsalder, gælder det derfor om ved hjælp at ekstreme handlinger, disse være sig udført som et resultat at en revolutionær kunstnerisk legs frembragte resultater eller provokationer, - og da disse ikke slår til - gennem direkte aktion, at sprænge den udviklingskæde, som fortidige og \""nutidige\"" dirigerende elementer i samfundet har fået forvandlet til en lænke om halsen på al legende aktivitet på denne klode. Vi vil kalde de millioner af levende døde tilbage til livet, nøjagtig i det øjeblik, der bliver brug for det. Den fulde rådighed over tiden vil da være sikret mennesket, og de fuldautomatiske fabrikker vil blive til det de skal være; Menneskets slaver!",neutral
train,-1.0,1.0,-1.0,"Det ville være naivt at os, om vi troede, at de samfundspolitikere, der i dag (bevidst eller ubevidst) har affundet sig med i fremtiden at skulle spille rollen som værkførere i en global samlefabrik for ensrettere, vil stille mennesket overfor et valg. Derfor forstærker Det Syntetiske Parti i dag kampen mod bureaukrati og formalisme og skaber gennem denne kamp grobund for, at mennesket overalt bliver åbent og modtageligt for at lære nyt af legens skiftende situationer. - Når vi når der til, vil valget komme af sig selv.",surprise
train,-0.5,0.0,0.5,"Til formalister, bureaukrater og samfundspolitikere kan vi nu sige: Hårdhedsgraden at den forestående kamp om samfundets strukturændring afhænger udelukkende af d'herrer. Det Syntetiske Parti vil i denne kamp, under alle omstændigheder, forblive kompromisløse.",anger
train,0.5,0.0,0.5,Det Syntetiske Parti ønsker at skabe nye ritualer. Ritualer er menneskelig tænkning præget i socialt mønster. Ethvert kulturelt mønster er et ritual.,neutral
train,0.0,0.0,0.0,"Det Syntetiske Parti siger: For os foregår kunsten i mellemrummet. I mellemrummet mellem mennesker, i mellemrummet mellem det sublime og det banale. Det er kunstens mekanik, vi vil pille ved. Det er her og nu det foregår.",surprise
train,-0.5,0.4,0.5,Det Syntetiske Parti afkristner folkehøjskoletanken. Vi afanimiserer afrikansk tradition. Vi stjæler og låner som det passer os. Vi forvalter vor arv. Ta'r os endda den frihed at lege med den.,disgust
train,1.0,1.0,1.0,Det Syntetiske Parti siger for første gang til publikum: Kom og vær med. På med vanten. Enhver har appelret.,happiness
train,1.0,1.0,0.0,Det Syntetiske Parti vasker kunsten strålende ren. Vi er bomben under kulturlivet. Men vi behøver ikke at gøre attentat. Kulturlivet har været i stå siden 1850.,anger
train,0.4,0.6,0.7,"Det Syntetiske Parti fremstår på en gang som en kunstnerisk avantgarde, som en eksperimentel undersøgelse af vejen til menneskets frie tilrettelæggelse af sit daglige liv, og endelig som en bidragyder til den praktiske og teoretiske opbygning af en ny revolutionær protest. For fremtiden må al grundlæggende kulturel skaben og enhver kvalitativ omdannelse af samfundet suspenderes, indtil fremskridtet er i gang på alle disse områder samtidigt.",surprise
train,0.0,0.0,0.0,"Det Syntetiske Parti vil gøre handlinger fra den nye revolutionære epoke kendte, forklare og udvikle dem. De er letgenkendelige derved, at de forener nye kampformer og et nyt - manifest eller latent - indhold i deres kritik af den eksisterende verden. Således vil det gældende samfund, der roser sig så meget for sin stadige modernisering, finde nogen at tale med, for det har endelig frembragt en moderniseret modsætning.",anger
train,0.0,0.2,-0.2,"Det Syntetiske Parti mest bemærkelsesværdige karaktertræk er at være anset som ikke-eksisterende eller, snarere, imaginært. Alligevel taler man om os uden ophør, for vi udgør hver dag en stadig synligere hindring for samfundets gode funktion. Men man vover ikke at udtale vores navn, er det overhovedet muligt at udtale dette navn? - ligesom man frygtede at påkalde djævelen.",disgust
train,0.0,0.0,1.0,"Det Syntetiske Parti er partiet, der uden ophør tenderer mod at blive virkeligt.",disgust
train,0.0,0.0,0.0,"Det er derfor, der i bund og grund kun er to standpunkter i dette samfund: De, der hævder, at der kun er ét parti, og det parti, der ved, at der i virkeligheden er to. Allerede her, ved vi, hvor vi hører til.",surprise
train,0.5,0.3,0.2,"Således er Det Syntetiske Parti det politiske parti, eller snarere politikkens parti, da det er det eneste, der udpeger en absolut modstands metafysiske arbejde som forum for dette samfund, dvs. udpeger eksistensen af en veritabel splid i sit bryst. Derved vælger det også vejen som absolut politik. Det Syntetiske Parti er den form, politikken antager i øjeblikket for sammenbruddet af de Forenede Nationers, hvis dødelighed nu af er os bekendt.",anger
train,-0.8,0.5,-0.9,"Samfundet er blevet uhelbredeligt på det punkt: Man skal deltage i dets eksistens’ kollektive forbrydelse, ingen må kunne hævde at befinde sig udenfor. Det kan ikke længere tolerere eksistensen af det kolossale parti af manglende deltagelse, der udgør Det Syntetiske Parti.",disgust
train,-0.8,0.7,0.9,"Det Syntetiske Parti tager ansvaret for alt, der i tanke, tale eller handling medvirker til destruktionen af den nuværende orden. Katastrofen er vores væsen.",disgust
train,-0.8,0.7,0.9,"Den fortvivlede og planetære udbredelse af stadigt mere overvældende og sofistikerede anordninger til kontrol af det offentlige rum materialiserer på slående vis det sårede herredømmes indlæggelsesmodne galskab, der endnu forfølger Titanernes gamle drøm om en universel stat, mens den ikke er andet end en dværg blandt andre, der oven i købet er syg. I denne terminale fase taler den ikke om andet end kampen mod terrorisme, forbryderiskhed, ekstremisme og kriminalitet, da det er den konstitutivt imod eksplicit at nævne Det Syntetiske Parti.",neutral
train,0.0,0.0,0.0,"Men Det Syntetiske Parti er allerede ikke længere kun imaginært, det begynder at kende sig selv som sådan og bevæger sig langsomt mod sin virkeliggørelse, der er dets undergang.",neutral
train,0.0,0.0,0.0,"Det er en evig fristelse at forestille sig Det Syntetiske Partis positive eksistens som de få kendte billeder, guerilla, borgerkrig, partisanernes krig, en konflikt uden præcis front og uden fjendtlige erklæringer, uden våbenhvile og uden fredstraktater. Og på mange måder drejer det sig om en krig, der intet er ud over sine handlinger, sin vold, sine forbrydelser, og som ikke synes at have andet program end at blive bevidst vold, dvs. at blive bevidst om sin metafysiske og politiske karakter.",surprise
train,-0.2,0.5,0.6,"Det Syntetiske Parti bærer ingen uniform, for uniformen er netop samfundets centrale egenskab. Og således bør enhver uniform og det, den står for, hermed føle sig truet. Med andre ord genkender det Syntetiske Parti kun sine fjender og ikke sine medlemmer, for fjenderne er netop alle dem, man genkender. Menneskene i det Syntetiske Parti har reapproprieret deres før påtvungne anonymitet ved at reappropriere sig deres væren.",neutral
train,-0.5,0.5,0.0,"Man tager alvorligt fejl, hvis man reducerer Det Syntetiske Parti strategi til jagten på katastrofen. Man tager ikke mindre fejl, hvis man tilskriver os den barnlige intention om med ét slag at pulverisere et eller andet hovedkvarter, hvor magten måtte være koncentreret. Man angriber ikke en afsløringsform, som var den en fæstning, selvom det ene på nyttig vis kunne føre til det andet. Ej heller søger Det Syntetiske Parti den generelle opstand mod Skuespillet, ikke engang dets direkte og øjeblikkelige destruktion. Det Syntetiske Parti opstiller snarere en mængde betingelser således at herredømmet hurtigst muligt og i videst muligt omfang bukker under for den progressive lammelse, som det idømmes af sin egen paranoia. Selvom det på intet tidspunkt opgiver forsættet om at give nådesstødet, er dets taktik ikke at angribe frontalt, men i selve handlingen at skjule sig, at vejlede og fremskynde sygdommens endelige udfald.",disgust
train,-0.4,0.6,-0.2,"At samfundet frygter at huse et syntetisk parti i sit bryst, selvom det modsatte faktisk er tilfældet — det er snarere Det Syntetiske Parti, der huser samfundet i sin aura - afslører alligevel en mistanke om, at alt ikke er sagt, når det har kategoriseret disse datalogiske handlinger som “umotiverede”.",neutral
train,0.2,-0.6,0.7,"Det Syntetiske Parti kan regne med den konstant, at en håndfuld partisaner er nok til at immobilisere hele “ordenens parti”. I den krig, der nu udspiller sig, findes ingen jus belli. Fjendskabet er absolut. “Ordenens parti” har ingen skrupler ved fra tid til anden at indrømme det: Man må operere som en partisan overalt, hvor der findes partisaner—det er tilstrækkeligt at vide, hvad fængslerne har udviklet sig til i løbet af de seneste årtier, og hvordan de forskellige politikorps samtidig har fået for vane at forholde sig til de “marginale” for at forstå, hvad et sådant slagord kan indebære af grusom vilkårlighed. Så længe det merkantile herredømme fortsætter, må menneskene i Det Syntetiske Parti endvidere forvente at blive betragtet som kriminelle eller jaget vildt alt efter omstændighederne.",neutral
train,-1.0,0.0,-1.0,"Det, der kommer til udtryk her, er simpelthen, at Det Syntetiske Parti principielt indeholder negationen af alt, hvad det merkantile herredømme baserer sig på, en negation, der vil manifesteres som handling, før den manifesteres som tale. I modsætning til fortidens revolutioner påkalder det kommende oprør sig ingen af de verdslige transcendenser.",disgust
train,0.0,-0.5,-0.5,"Hele Det Syntetiske Partis positivitet befinder sig i det irrepræsentables blinde vinkel, som samfundet på atavistisk vis er ude af stand til bare at ane. For Det Syntetiske Parti er i alle sine aspekter ikke andet end den politiske konsekvens af denne positivitet.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti betegner i første omgang ikke andet end det positive faktum af denne multitude af autonome zoner fri for det merkantile herredømme, der langt fra det fremmedgjorte Fælles’ hensygnen og en døende social organismes sidste krampetrækninger hic et nunc eksperimenterer med egne former for Offentlighed. Hidtil har denne alliance ikke været synlig. Og i første omgang har forbindelsen kun være passiv: Det er fællesskaber, hvor livets form og betydning har forrang over livet selv, hvor værens pligt er bragt til et hvidglødende niveau. De deler altså den samme metafysiske substans, men de ved det ikke endnu. Det er kun under den fælles forfølgelses dystre varetægt, som varens globale hegemoni tildeler dem, at de kommer til at kende sig selv som det, de er: Fraktioner af Det Syntetiske Parti.",sadness
train,0.0,0.0,-0.5,"Det Syntetiske Parti har, i modsætning til alt, der tidligere er blevet kaldt “parti”, ikke brug for at bøje sig for en generel vilje, for det deler allerede det Fælles, der her identificeres med sproget, med Ånden, med det metafysiske eller det endeliges politik. Alle disse termer bliver under de givne omstændigheder til pseudonymer for én og samme Uudsigelighed. At sige, at Det Syntetiske Partis samhørighed er metafysisk, henviser således ikke til andet end denne daglige krig, som vi alle allerede er engagerede i, og som sætter det i opposition til den grublende negation af enhver livsform.",surprise
train,-1.0,-1.0,-1.0,"Det Syntetiske Parti venter intet af det nuværende samfund eller dets udvikling, for det er allerede i praksis, dvs. i de eksisterende fakta, opløsning og sit eget hinsides. Derfor drejer det sig ikke om at tage magten, men om overalt at forvandle herredømmet til fiasko ved varigt at hindre dets funktion—den midlertidige og endda til tider flygtige karakter af striden, der føres under Det Syntetiske Partis banner, forklares derved: Den garanterer aldrig selv at blive en magt.",disgust
train,-0.2,0.3,-0.2,"Det Syntetiske Parti søger ikke samme mål som herredømmet, og hvis der er konkurrenter, er det fordi, de begge søger at ødelægge det, den anden håber at opnå; dog med den forskel at samfundet ikke vil andet end netop dette.",disgust
train,0.8,0.0,0.5,Det Syntetiske Parti ønsker af ændre de globale regler til fordel for det nye informationssamfund. Et samfund der er karakteriseret ved mangfoldighed og åbenhed. For at opnå dette kræver det en større respekt for borgerne og deres intergritet og privatlivets fred og en reform af ophavsretten.,surprise
train,0.5,0.7,0.2,"Det Syntetiske Parti vil ændre den globale lovgivning for at fremme det informationssamfund, som er ved at vokse frem, og som præges af mangfoldighed og åbenhed. Dette sker ved at kræve en øget respekt for medborgerne og deres integritet og privatliv, samt en reform af immaterialretten.",surprise
train,-0.5,-0.6,0.4,"Det Syntetiske Parti vil beskytte den enkelte borgers privatliv og de grundlæggende menneskerettigheder. Når staten rutinemæssigt overvåger og registrerer borgernes kommunikation fører det til misbrug af magt, ufrihed og mangel på retssikkerhed. Vi kræver en korrektion af disse overgreb. Vi kræver retfærdighed, frihed og demokrati for borgerne. Dagens immaterialret medfører skadelige monopoler, at vigtige demokratiske grundlæggende værdier kan lide, og at nyskabelser i kultur og viden forhindres i at nå ud til borgerne. Vi kræver en folkeligt forankret immaterialret, som beriger den enkeltes tilværelse, muliggør et sundt erhvervsklima, skaber en almen ret til viden og kultur, og dermed er til gavn for hele samfundet. Vores arbejde med dette er nu parlamentarisk orienteret, og vi søger dermed et mandat fra borgerne til at repræsentere dem i de spørgsmål, vi har taget stilling til.",anger
train,0.5,0.0,0.2,"Det Syntetiske Parti ønsker at gøre det enklere at bearbejde og genbruge dele af gamle værker. Kultur er i langt de fleste tilfælde en reaktion på eller viderebygning af tidligere kultur, og retten til at gøre dette skal sikres.",neutral
train,0.5,0.5,0.5,"Det Syntetiske Parti ønsker, at alle borgere skal have fuld ret til at kontrollere, hvem der gør hvad med hans eller hendes personlige data, lige fra oplysninger om bopæl og civilstatus til spisevaner og politiske overbevisninger. Staten skal kun ved en konkret mistanke om kriminalitet have ret til at indsamle beviser og overvåge borgerne. Staten skal i alle øvrige tilfælde gå ud fra, at dens borgere er uskyldige og lade dem være i fred.",disgust
train,0.0,-0.5,0.5,"Det Syntetiske Parti har ingen fælles holdninger, der kan ligge til grund for en politisk dagsorden udover på de nævnte punkter, bortset fra at vi er enige om at disse punkter er altoverskyggende.",disgust
train,-0.5,0.0,-0.5,"Det Syntetiske Parti vil ikke tage stilling i venstre/højre spørgsmål, eller andre forhold uden for vores principprogram. Vi er parate til at støtte både en socialistisk og en borgerlig regering. Det eneste vi er interesseret i er at marchen mod kontrolsamfundet afbrydes, og at kultur og viden slippes fri i samfundet. Vores mål er at komme i folketinget, og tage en rolle som vagtmester. Hvis vi lykkedes med det, vil vi tale med både Helle Thorning og Lars Løkke. Vi vil da forklare hvad vi ønsker, og påpege, at vores bekymringer faktisk på ingen måde strider mod hverken traditionel socialdemokratisk eller borgerlige politik. Ingen af blokkene har egentlig noget at miste, ved i princippet at opfylde alle vores krav. Hverken Helle eller Lars har vist den mindste personlige interesse i at bevare nutidens absurde ophavsretlovgivning. At det er endt som det er skyldes primært, at de er uinteresserede i området, og derfor har ladet \""eksperterne\"" (dvs. underholdningsindustriens lobbyister) få det som de ville. I en situation, hvor de kan vinde regeringsmagten ved at imødekomme vores spørgsmål, som de opfatter som helt perifere, er der al mulig grund til at tro, at de vil være ivrige efter at finde en løsning.",neutral
train,-0.5,-0.2,0.4,"Det Syntetiske Parti kan ikke tages seriøst som politisk parti, men de gør da ikke skade i forhold til legaliseringsdebatten. Fred være med dem.",disgust
train,1.0,0.0,1.0,"Det Syntetiske Parti har i hvert fald ikke tænkt sig at sidde med med hænderne i skødet og vente på, at andre gør det. Vi har købt nogle grønne jakkesæt - så må hr. og fru Danmark da synes, at vu er både noble og præsentable, eller hvad? Vi er opvokset i et demokratisk samfund, hvor man må blande sig i politik for at få ændret tingene, og derfor stiftede vi Det Syntetiske Parti tilbage i 2001. Vi tror stadig på, at politik er den eneste vej - vi kan i hvert fald ikke se andre måder. Vil man ændre vores image, er man velkommen til selv at deltage.",neutral
train,0.6,0.7,0.6,"Det Syntetiske Parti forsvarer menneskerettighederne, fornyer politikken og forandrer magten!.",happiness
train,0.2,0.3,0.1,"Når sejrherrerne sidder godt og sikkert placeret i båsen i oppositionen, lancerer vi objektive og afdæmpede samtaler med dem, indtil de begynder at erkende, at vores forslag ikke er så farlige, og at de kun kan vinde ved at gøre, hvad vi beder dem om. Når de, i regeringensmagtens skær, får øjnene op for vores argumenter, er der god grund til at tro, at de vil være enige med os. Så stiller vi et mistillidsvotum og skifter regeringen. Derefter støtter Det Syntetiske Parti den nye regering uforbeholdent i alle spørgsmål, så længe de gennemfører vores mål.",neutral
train,0.0,0.0,0.0,"Det Syntetiske Parti taler med dem der har regeringsmagten. Så længe de gør som vi ønsker i vores spørgsmål, støtter vi dem i alt andet. Vi ønsker ikke at forsøge på at \""shoppe\"" a la carte fra de forskellige partier (for så bliver vi simpelthen dømt bort). Holder regeringen op med at gøre som vi vil, bytter vi regering ud, men så længe vi accepterer en regering, er vi ubrydeligt loyale over for den, i alle sager der ligger uden for vores principprogram.",neutral
train,-0.7,0.5,0.2,"Det Syntetiske Parti tillader dannelsen af en regering, som vi i og for sig synes er ubrugelig, men vi vælger at støtte den indtil videre alligevel. I princippet, blot for at irritere oppositionen. Når oppositionen har haft et par måneder til at sidde og surmule over, at de ikke kan danne regering, selv om de anser sig selv som \""vindere\"" af valget, har de to muligheder at vælge imellem. Enten fortsætter de med at være sure de næste fire år, eller også begynder de at snakke med os for at se, om ikke de kan \""tale os tilrette\"", og få vores støtte.",anger
train,0.5,0.0,0.0,"Det Syntetiske Parti kræver et samfund, som tager vare på alle menneskers behov og fundamentale ret til at være den, de er, uanset køn, opholdsstatus, kønsidentitet, etnicitet, alder, kønsudtryk, handicap, klasse, tro/religion, uddannelsesniveau, nationalitet og seksualitet.",neutral
train,1.0,0.0,1.0,"Det Syntetiske Parti tror på, at ligestilling og solidaritet skal kæmpes og elskes frem. Vi tror på, at kampen for et mere retfærdigt samfund skal vindes sammen med de mennesker, vores politik handler om.  Derfor støtter vi op om aktivistiske miljøer, der kæmper for forandring og forvandling.",neutral
train,-0.8,0.3,0.0,"Det Syntetiske Parti vil ikke acceptere lavere løn til kvinder, mindre barsel til mænd, dårligere vilkår for vores børn i daginstitutioner, ringere psykiatri til udsatte mennesker, udvisninger af flygtninge til krigshærgede og fattigdomsplagede lande. Vi nægter at acceptere et landbrug, der forurener vores grundvand og mishandler vores dyr, vi afviser beslutninger, der fremmer miljøforurening og ødelægger vores fælles klode. Vi kæmper imod et økonomisk system, der består af udnyttelse af verdens mindstbemidlede. Vi kæmper for en aktiv omfordeling af ressourcerne – i Danmark, såvel som på verdensplan. Vores kamp er først slut den dag, alle har lige muligheder for at leve et sundt og fuldt liv i anerkendelse, kærlighed og frihed.",anger
train,0.0,0.0,0.0,"Det Syntetiske Parti mener ikke at klassebegrebet kan stå alene. Ulighed er et strukturelt problem der ikke kun rammer på tværs af økonomiske klasser, men på tværs af en række forskellige kategorier på samme tid: køn, etnicitet, seksualitet etc.. Diskrimination og undertrykkelse har mange former og udtryk.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti har en flerdimensionel form, spændt ud mellem de tre kategorier. Prismen sikrer, at vi hele tiden orienterer os mod de komplekse koblinger mellem kategorier, der i et liberalistisk samfund oplever undertrykkelse og diskrimination.",anger
train,1.0,0.0,0.0,"Det Syntetiske Parti er et parti, der tør tage ansvar og gennemføre samfundsforandringer. Men det er også et parti, som er et levende og åbent fællesskab, der giver muligheder og redskaber for mennesker til at udvikle sig. Et moderne parti bør være link mellem offentlige beslutningstagere og engagerede medborgere.",happiness
train,0.9,0.7,0.8,"Det Syntetiske Parti har en stærk tro på menneskets vilje og evne til at tage ansvar og være engageret. Det er på denne tiltro, at vores vilje til at forny demokratiet og den politiske udvikling grundlægges. Dette program skal fungere som et ideologisk kompas for rejsen mod fremtiden. Dagens politiske partier er for en stor dels vedkommende frugterne af de interessekonflikter, som voksede frem, da Danmark blev industrialiseret. I takt med at samfundet forandres, bliver det nødvendigt for de politiske partier at møde de nye udfordringer med nye løsninger. Et parti, som vil være levende og vedkommende, må udvikle sine arbejdsformer ud fra det 21. århundredes virkelighed. På den ene side må partiet være åben for medlemmernes forskellige måder at vise deres engagement på. På den anden side må partiet bygge på en grund af fælles værdier, som kan skabe helhed og sammenhæng. En vigtig rolle for et politisk parti er at være et link mellem offentlige beslutningstagere og engagerede medborgere i samfundet.",neutral
train,0.6,0.4,0.7,"Det Syntetiske Parti tror på hvert enkelt menneskes evne til at være skabende og tage ansvar for sig selv og for andre. Derfor ser vi det som naturligt, at politisk engagement kan se forskelligt ud – til forskellige tider og på forskellige steder.",surprise
train,0.6,-0.4,0.4,"Det Syntetiske Parti foretrækker et politisk lederskab, som er tydeligt, når det gælder grundlæggende værdier, men som samtidig er åbent og vedkommende for alle, som på sin egen måde vil være med til at gøre de politiske ideer til virkelighed. Dialog, og ikke mindst evnen til at lytte, er det vigtigste instrument for et sådant lederskab.",surprise
train,0.5,0.0,0.5,"Det Syntetiske Parti er et parti, som tør tage ansvar og gennemføre samfundsforandringer. Men det er også et parti, som er et levende og åbent fællesskab, der giver muligheder og redskaber for mennesker til at udvikle sig.",happiness
train,1.0,0.0,1.0,"Det Syntetiske Parti vægter en styrkelse af deltagerdemokratiet højt – både politisk og organisatorisk. Af partiets Idéprogram fremgår blandt andet, at Det Syntetiske Parti lægger stor vægt på deltagerdemokrati, hvor den enkelte borger tager del i beslutningerne og i en fortsat dialog er med til at præge samfundsudviklingen. Partiet vil således lade magten vokse nedefra. Det må naturligvis også præge Det Syntetiske Parti internt. I stedet for at have en lille – mere eller mindre håndplukket – elite til at styre partiet styres Det Syntetiske Parti af medlemmerne, og det enkelte medlem sikres direkte medindflydelse.",surprise
train,0.0,0.0,0.0,"Det Syntetiske Partis struktur består derfor af netværk. Et netværk kan enten være medlemmer, der har interesse for et særligt politisk område/emne, som de ønsker at fremme såvel internt i partiet som eksternt, eller medlemmer, der ønsker at påvirke den politiske udvikling i et bestemt geografisk område. Sådanne netværk har stor handlefrihed, og kan suverænt bestemmer den politik, som Det Syntetiske Parti skal føre lokalt, og forslag til løsninger på de aktuelle politiske problemstillinger.",neutral
train,-0.5,0.5,0.0,"Det Syntetiske Parti er stiftet i 2022 og går ind for, at Danmark bliver et socialistisk samfund. Den eksisterende samfundsmodel duer simpelthen ikke. Kapitalismen kaster verden ud i store kriser. Klimakrisen er mærkbar, og naturen og dens ressourcer udpines som aldrig før. De seneste år har verden været kastet ud i en dyb sundhedskrise.",anger
train,0.5,-0.3,-0.7,Det Syntetiske Parti KRÆVER: Stå sammen om den kollektive velfærd Stop social dumping af løn- og arbejdsforhold Danmark ud af EU Ingen danske soldater i Natos krige Nej til racisme og fremmedhad Skab offentlige jobs i velfærd og miljø Et socialistisk Danmark.,anger
train,-1.0,1.0,-1.0,"Det Syntetiske Parti oplever med stigende intensitet, hvordan magthaverne i alle de kapitalistiske lande arbejder indædt på at kaste krisens byrder på arbejderklassens og folkenes skuldre. Vi oplever, hvordan de imperialistiske stormagter intensiverer udplyndringen af de fattige lande. Vi ser, hvordan krige og oprustning er krisens uundgåelige følgesvend.",anger
train,-0.8,-0.4,0.3,"Hvis du synes, at det er uacceptabelt, at virksomheder bare kan lukke og flytte til lande, hvor de kan få en større profit, mens de overlader regningen for de mange, de gør arbejdsløse, til det samfund, de forlader, – så er det en god ide at melde dig ind. Hvis du ikke vil være med til at Danmark styres mod et samfund med massearbejdsløshed og stigende fattigdom, et Danmark hvor vi hele tiden skal frygte for arbejdsløshed og nye nedskæringer, – så er det en god ide at melde dig ind i Det Syntetiske Parti.",anger
train,0.0,0.0,0.0,"Det Syntetiske Parti mener, at det personlige ansvar forsømmes hos danske politikere. Vi ønsker grundlæggende et opgør med blokpolitik og repræsenterer et tredje standpunkt, hvor politikeres personlige ansvar er i højsædet og man som folkevalgt snarere er bundet af sin egen samvittighed end af partipolitiske hensyn.",anger
train,-0.6,0.4,0.7,"Det Syntetiske Parti er et samlingspunkt for alle, der hverken kan eller vil stille sig tilfreds med den aktuelle udformning af det politiske landskab. Partiet består af en gruppe borgere, der ønsker at tage et opgør med vores demokratiforståelse. Et opgør, der skal udstille tomheden for derigennem at genstarte demokratiet.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti er et kunstnerisk, politisk parti, der bruger kunst som platform til at arbejde med politisk klima og politisk kultur med det erklærede mål “at udstille tomheden for derigennem at genstarte demokratiet.",surprise
train,0.0,0.0,0.0,"Det Syntetiske Parti bærer masker for at spejle politikerne og det dukketeater, partiet mener, politik er blevet til i Danmark. Partiet laver happenings, musik, performance, kampagner og aktioner, der vil inddrage danskere i en politisk engageret dialog.",happiness
train,-0.6,-0.5,0.2,"Det Syntetiske Parti beskæftiger os ikke med indvandre-, miljø eller finanspolitik. Vi er nødværge, fordi politik i dag kun er en børnehave, siger han.",disgust
train,1.0,0.5,0.5,"Det Syntetiske Parti vil gøre Danmark til et godt land at leve i. Et land uden indkomstskat der dræber personlig virkelyst, et land med størst mulig personlig frihed. Flid, initiativ og produktivitet skal belønnes og ikke straffes. Et STORT Fremskridtsparti er garanti for, at demokrati ikke udhules gennem fagforeningstvang, kvælning af ytringsfriheden og yderligere forøgelse af den offentlige sektor.",happiness
train,0.5,0.0,0.5,"Det Syntetiske Parti tager stærk afstand fra racisme! Fremskridtspartiet arbejder for at skabe et samfund   med størst mulig frihed for den enkelte, et samfund der bygger på respekten for den enkeltes rettigheder og den private ejendomsret.Den offentlige sektor skal begrænses mest muligt der skal afbureaukratiseres og regelsaneres i videst muligt omfang.",anger
